rec_id, rec2_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-1172-org,   rec-1370-org, ind, f, , 19680820, , jack, pabley, qld, cooktown, 3400, 15, rutherford crescent, , 613 23966406, 4708416, 6, NoRole
rec-2661-org,   rec-3313-org, ger, m, 9, 20070712, , julia, heidrich, nsw, basin view, 4570, , bellchambers crescent, akenfield, , 1262024, 5, NoRole
rec-372-org,   rec-1398-org, unk, f, 27, 19891101, , abbey, sclater, vic, karingal, 2023, 58, lyttleton crescent, villa vincent, 8 41183731, 4955768, 5, NoRole
rec-2093-dup-0, rec-448-org, iri, f, 39, 19391101, dr, zac, ohanegan, , dookie, 2138, 43, lambert street, , 8 87422823, 1947747, 5, NoRole
rec-1538-dup-0, rec-3351-org, chi, , , 19861123, , dillon, sztu, qld, st kilda, 2784, 7, musgrave street, , 07 53771058, 9562389, 7, NoRole
rec-3769-org,   rec-711-org, ina, f, 33, 19830522, ms, kylee, tjandra, vic, meredith, 3150, 5, hinkler street, alpine vineyards, 618 02370289, 6898745, 7, NoRole
rec-1283-org,   rec-2116-org, ind, m, 30, 19861103, , nicholas, bhanjee, qld, goodna, 4551, 46, zamia place, glenburn, 03 35107492, 9789033, 5, NoRole
rec-1879-org,   rec-1439-org, eng, m, 33, 19830813, , ashlie, ericson, nsw, berkeley vale, 4066, 107, lindrum crescent, , 2 16843845, 2314576, 6, NoRole
rec-2091-org,   rec-2104-org, abo, f, 36, 19800805, ms, sarah, munyarryun, , stockton, 4567, 108, sayer place, , 04 12659971, 8203966, 6, NoRole
rec-3846-org,   rec-2090-org, ger, f, 34, 19821213, , caitlin, schimmel, qld, glenaubyn, 2164, 49, deamer crescent, , 03 32036271, 9505238, 9, NoRole
rec-3062-org,   rec-2644-org, usa, f, 21, 19950821, dr, michael, cole, wa, lakewood, 2747, 16, duhig place, cabrini medical centre, 08 62691826, 2084705, 7, NoRole
rec-935-org,   rec-932-org, unk, f, 30, 19860311, , prudence, scofield, nsw, bibbenluke, 5451, 61, maygar street, , 612 84483382, 7034387, 4, NoRole
rec-1120-org,   rec-2377-org, eng, f, 27, 19890919, , gianni, salvage, , port pirie, 2281, 40, frater crescent, , 04 79112107, 7858010, 1, NoRole
rec-2445-org,   rec-2870-org, chi, f, , 19681227, ms, jakob, lew, , far meadow, 3953, 6, ogden close, , 04 65672665, 6973760, 1, NoRole
rec-3285-org,   rec-1380-org, ind, f, , 19801214, , isabella, kaknani, qld, ross river, 6062, , kellway street, yellow dam, 613 92347961, 8616241, 9, NoRole
rec-2441-org,   rec-1338-org, eng, , 34, 19820107, , liam, rattray, , medina, 3011, 57, lampard circuit, myross, 07 20393458, 5070827, 9, NoRole
rec-582-org,   rec-574-org, usa, , , 19980409, , amber, hickman, vic, tarraville, 3317, , barwell place, , 8 40853801, 7526617, 1, NoRole
rec-1387-org,   rec-2006-org, ind, f, 34, 19820326, dr, liam, suketu, , surrey hills, 4066, 93, barrington crescent, , 03 22331813, 6809718, 2, NoRole
rec-2688-org,   rec-1911-org, usa, m, 26, 19901208, , bridget, barrett, nsw, ulmarra, 3000, 84, winser crescent, ashmill park, 2 94247908, 9081770, 3, NoRole
rec-2872-org,   rec-2076-org, ger, f, 27, , , flynn, schuerbrock, qld, moorooka, 2073, 17, jackie howe crescent, , , 2190824, 5, NoRole
rec-544-org,   rec-3646-org, ser, f, 24, 19920326, , ebony, batez, wa, howick, 5244, 6, wallace place, girrahween homestead, 08 81882036, 3891666, 2, NoRole
rec-3993-org,   rec-807-org, chi, f, 32, 19840424, , marco, an, sa, yorketown, 3012, 33, duffy street, , 07 24077098, 2499234, 1, NoRole
rec-3833-org,   rec-454-org, ind, f, 33, , hon, benjamin, thiruvengadathan, qld, ernestina, 2759, 6, trickett street, , 613 18542042, 2861961, 5, NoRole
rec-2261-org,   rec-1126-org, usa, f, , 19530213, mr, isabella, gilliam, , spotswood, 6168, 1, castor place, , 02 39829674, 8968149, 0, NoRole
rec-867-org,   rec-2750-org, unk, f, 27, 19891211, , tara, strahn, vic, beaufort, 2508, 10, , , 08 55263992, 7019320, 8, NoRole
rec-1426-org,   rec-3089-org, eng, f, 36, 19801113, , andrew, moors, nsw, wherrol flat, 3844, 21, shortland crescent, , 2 17861231, 1272581, 6, NoRole
rec-2110-org,   rec-439-org, eng, , 36, 19800725, , alexander, quincey, qld, reedy creek, 3941, 75, gillies street, valbella, 613 72097507, 2966725, 2, NoRole
rec-87-org,   rec-2307-org, eng, f, , 19400709, ms, kylee, traver, nsw, goolma, 4865, 205, andrews street, berkeley vlge, 02 12410295, 1539338, 4, NoRole
rec-2727-org,   rec-1693-org, abo, , 28, 19880818, , grayson, goolagong, nsw, galong, 2000, 10, baldwin drive, edelbrook, 2 54430424, 1517058, 0, NoRole
rec-3749-org,   rec-1071-org, eng, f, 29, 19870216, ms, logan, , , parkerville, 2207, 9, chauvel street, , 08 78806127, 8660916, 1, NoRole
rec-2484-org,   rec-965-org, usa, m, , 19480913, , tess, dennis, nsw, picton, 2230, 9, furey street, , 2 76015231, 4427579, 6, NoRole
rec-2470-org,   rec-1620-org, hun, , 9, 20070422, , madeline, koban, , berowra heights, 2675, 22, eaves street, the manoa, 07 13817756, 4611362, 2, NoRole
rec-2396-dup-0, rec-3144-org, unk, o, 35, 19810316, , abbitt, chloe, , mcdowall, 2263, 47, mcmaster street, , 02 11491254, 2928096, 9, NoRole
rec-3519-org,   rec-3610-org, chi, f, , 19380324, , gianni, ger, sa, carlingford, 3058, 24, dugan street, , 617 66684389, 2342917, 9, NoRole
rec-1616-org,   rec-689-org, eng, m, , , dr, harrison, seaver, sa, port clinton, 4110, 11, antis street, , 617 31374706, 5074430, 6, NoRole
rec-2509-org,   rec-13-org, unk, f, 12, 20040528, , jayden, aballon, tas, nicholls rivulet, 6027, 30, chubb street, hopefield, 617 97258844, 9751136, 9, NoRole
rec-2771-dup-0, rec-3148-org, unk, f, , 19301212, , francwsco, strangway, nsw, linley pyoint, 2094, 50, banner treet, banavie, 02 63594862, 7186364, 6, NoRole
rec-3163-org,   rec-3756-org, usa, f, 34, 19820318, , leah, stein, qld, commissioners flat, , 3, bruxner close, killawarra, 3 75399695, 7229340, 7, NoRole
rec-559-org,   rec-1795-org, eng, m, 9, 20070824, ms, brooke, moors, nsw, bungendore, 2042, 206, yelland place, hd curramulka, , 3510772, 2, NoRole
rec-281-org,   rec-2015-org, usa, f, , 19230213, gen, jade, fuentes, , rothwell, 2101, 1, michael holt crescent, , 07 51699847, 7111277, 6, NoRole
rec-1076-org,   rec-3795-org, unk, f, , 19920806, mr, madison, scopel, nsw, murrurundi, 2800, 4, macleay street, , 2 94100188, 4422096, 9, NoRole
rec-3933-org,   rec-3645-org, unk, f, 29, , ms, robert, scoby, nsw, burnside, 2306, 139, mainwaring rich circuit, , 2 28767359, 8735520, 7, NoRole
rec-3891-org,   rec-482-org, ser, m, 22, 19940830, , cooper, sertic, qld, cooloola cove, 2045, 1, euree street, , 3 59399516, 9370278, 0, NoRole
rec-3695-org,   rec-331-org, ger, f, , , , samuel, blenker, qld, lower cowley, 2500, 33, abercorn crescent, roblinvale, 613 18926693, 3075817, 0, NoRole
rec-1155-org,   rec-2962-org, fin, f, 28, , mr, brianna, kanniainen, wa, marchagee, 5067, 8, majura avenue, , 08 18292127, 6758420, 2, NoRole
rec-1984-org,   rec-403-org, eng, f, 34, 19820603, ms, delaney, royston, qld, crediton, 4077, 86, northbourne flats, sec 375, 613 24278102, 7030611, 6, NoRole
rec-2423-org,   rec-3085-org, , f, 27, 19890921, dr, riley, purdon, vic, kingston, 2171, 18, farncomb place, currumbin hill, 618 76074341, 3628025, 9, NoRole
rec-1097-dup-0, rec-3266-org, unk, , 37, , , charlotte, , vif, dovrton, 6196, 15, arabanoo crscent, , 618 53876671, 8477258, 0, NoRole
rec-2417-dup-0, rec-1191-org, unk, f, 30, 19890201, ms, andrw, abadi, vic, port macquareie, 5070, 30, , rosehill, 8 03274613, 5473833, 5, NoRole
rec-708-org,   rec-3525-org, usa, f, 41, 19750831, ms, oliver, dale, nsw, eschol park, 4750, 32, burn street, sunshine coast private hosptl medcl cent, 02 64026492, 8009937, 3, NoRole
rec-1005-org,   rec-3230-org, eng, f, 8, 20080720, , lucy, summerfield, nsw, turramurra, 3723, 8, handasyde street, cooroora, 2 46524569, 2792736, 9, NoRole
rec-324-dup-0, rec-3776-org, hun, f, 12, 19711003, , mya, csapek, wa, westdahle, 4051, 30, , , 618 90139237, 5450240, 2, NoRole
rec-790-org,   rec-1802-org, eng, m, 36, 19800225, ms, joel, wescott, qld, fairfield, 2197, 84, chirnside circuit, , 03 10439145, 8157599, 4, NoRole
rec-570-org,   rec-2202-org, ind, f, 24, , , tom, ramamoorthy, , eaglehawk, 7310, 3, grove place, milmilland, 04 39015816, 9708397, 6, NoRole
rec-772-org,   rec-507-org, ira, f, 34, 19820409, , sarah, kia, act, downer, 4865, 15, , villa 184, 612 28130938, 2344090, 5, NoRole
rec-48-org,   rec-1646-org, ind, f, 36, 19800802, , molly, binwani, , hester, 2060, 337, nelson place, stonefield, 03 59345163, 4026666, 8, NoRole
rec-1927-org,   rec-713-org, eng, , 27, 19890317, dr, caleb, derricks, nsw, miandetta, 4361, 6, slessor crescent, , 02 99663600, 2526307, 6, NoRole
rec-1406-org,   rec-3002-org, unk, m, 35, 19810523, , neve, aaternir, nsw, blackville, 3015, 5, hyndes crescent, , 04 36650015, 7924457, 4, NoRole
rec-3419-org,   rec-2778-org, ger, , 30, 19860423, ms, benjamin, angerhausen, nsw, tomakin, 3199, 2, hampton circuit, loughmore, 2 59740761, 4502099, 1, NoRole
rec-2454-org,   rec-1537-org, usa, f, 33, 19830719, , chloe, mason, , tea tree gully, 3941, 24, wiltja court, bonnie doon, 03 88348518, 8332455, 4, NoRole
rec-354-org,   rec-3584-org, gre, , , 19120521, , samantha, kallas, nsw, mongarlowe, 7018, 15, melvin place, court units, 02 28693382, 9945863, 2, NoRole
rec-1036-org,   rec-496-org, fin, f, 28, 19880410, , jacob, sallinen, nsw, durras north, 2122, 8, thornton place, parklands estate, 612 98020578, 3933499, 9, NoRole
rec-2844-org,   rec-671-org, jew, f, 27, 19890514, ms, jack, malbim, wa, beaufort river, 3088, 68, hawker street, , 618 52914300, 8231587, 9, NoRole
rec-976-org,   rec-2363-org, usa, f, , 19050409, dr, alexander, hammond, nsw, wallaga lake, 2449, 154, wambool street, , 02 15097339, 3248952, 4, NoRole
rec-3531-org,   rec-3648-org, ita, f, , , ms, bailee, meoli, nsw, ellerston, 3195, 12, tennyson crescent, marylebone, 02 73849915, 9334357, 7, NoRole
rec-3095-org,   rec-3234-org, usa, f, 29, , , amy, morgan, nsw, beenleigh, 3102, 13, langridge street, , 02 27514140, 8375025, 4, NoRole
rec-3296-dup-0, rec-2303-org, usa, , 34, 19830522, , renai, kennegy, qld, thinoomba, 3579, 27, marston place, , 613 10536793, 4277781, 3, NoRole
rec-3912-org,   rec-1891-org, ind, f, 34, 19820819, dr, ainsley, suvrata, tas, zeehan, 2216, 9, o'connor circuit, , 07 97159681, 9241189, 5, NoRole
rec-586-org,   rec-223-org, usa, , 29, 19870715, ms, riley, weeks, qld, university of queensland, 4650, , cockerill place, , 03 84249990, 8978430, 3, NoRole
rec-488-org,   rec-2768-org, fin, , 28, 19881212, , ned, raevuori, nsw, wambool, 2117, 35, de burgh street, terrawah, 612 56447657, 3012496, 9, NoRole
rec-2367-org,   rec-2617-org, usa, , 27, 19890425, , joshua, montgomery, tas, rosevears, 3150, 1, coxen street, , 07 75527600, 9842270, 0, NoRole
rec-518-org,   rec-1152-org, ser, f, , 19860828, , ruby, batez, , cronulla, 3996, 12, bindel street, pine avon, 08 98735752, 8334745, 8, NoRole
rec-902-org,   rec-2773-org, ind, m, 27, 19890522, , hannah, sangem, vic, warrandyte south, 2534, 20, anembo street, anzac house (cnr archer s street, 8 94740662, 5305282, 7, NoRole
rec-3146-dup-0, rec-1939-org, chi, m, 10, 19870330, , , sek, nswt, tuckurimba, 2617, 5, casey ceescent, , 2 97069126, 4748961, 3, NoRole
rec-801-org,   rec-3226-org, eng, f, 25, 19911115, , oliver, christinson, vic, berriwillock, 2450, 3, youl court, nandillyan ponds, 618 99298299, 7323354, 2, NoRole
rec-3963-org,   rec-2120-org, unk, m, 29, 19870403, mr, chloe, abbondandola, tas, branxholm, 4127, 9, loureiro street, , 7 39973097, 1277057, 2, NoRole
rec-1252-org,   rec-632-org, usa, f, 35, 19810526, , callum, vinson, nsw, bundook, 7250, 27, pearson street, , 612 35958071, 4745136, 4, NoRole
rec-123-org,   rec-3180-org, spa, , 23, , , adam, llosa, sa, wendouree, 6233, 55, national circuit, , 07 10238883, 1252978, 1, NoRole
rec-3802-org,   rec-1756-org, usa, f, 31, 19850915, , braedon, bradley, qld, walter lever estate, 7315, 21, macrossan crescent, , 3 15022918, 4811636, 0, NoRole
rec-3883-org,   rec-3864-org, usa, , 31, 19850531, mr, ned, ortega, sa, burnside, 2099, 11, weir place, , 02 88530957, 1593728, 0, NoRole
rec-1012-org,   rec-2825-org, usa, f, , 19291119, ms, harrison, kemp, qld, runcorn, 3175, 28, rosman circuit, perisher valley, 03 20385395, 6386287, 6, NoRole
rec-1231-org,   rec-2605-org, eng, f, 38, , ms, harry, earlson, wa, willagee, 4210, 19, taroona place, , 618 61273122, 2839434, 3, NoRole
rec-1064-org,   rec-1330-org, chi, f, 25, 19911201, , rebekah, oyoung, vic, hillcrest, 4702, 3, templestowe avenue, , 08 52177112, 8639952, 0, NoRole
rec-2917-org,   rec-3755-org, unk, f, 23, 19930509, ms, dylan, scirri, qld, vinegar hill, 2350, 80, crofts crescent, , 03 13004768, 4522575, 0, NoRole
rec-1092-org,   rec-2752-org, ind, f, , 19250131, hon, sylvie, reel, nsw, denman, 3128, 4, blamey crescent, , 2 42176201, 6727125, 6, NoRole
rec-3056-dup-0, rec-3262-org, unk, , 36, 19800816, ms, lachlan, scoginp, wa, toorak, 3081, 7, lipscomb place, , 08 86769138, 5855429, 6, NoRole
rec-317-org,   rec-619-org, usa, f, 27, 19891026, mr, danielle, patton, nsw, sandringham, 3859, 89, crisp circuit, , 2 36595700, 3809629, 2, NoRole
rec-3258-org,   rec-2647-org, usa, f, 35, 19810528, ms, blake, whitney, nsw, east ryde, 3412, 422, newdegate street, , 04 68666972, 1373156, 3, NoRole
rec-67-org,   rec-3777-org, por, f, , 19441018, ms, , cintra, vic, longford, 3934, 17, burnett street, , 08 97836527, 6353470, 9, NoRole
rec-2991-org,   rec-3236-org, ind, f, 25, 19910318, ms, keelin, raichandani, nsw, niagara park, 3127, 125, musgrave street, rivergum van park, 2 14612955, 1334076, 7, NoRole
rec-792-org,   rec-3260-org, eng, f, 21, 19950917, ms, thomas, hanley, qld, bittern, 2429, 19, saggers close, , 613 39383160, 6646254, 8, NoRole
rec-3207-org,   rec-2298-org, ind, f, 34, 19820805, , georgia, ratnasabapathi, nsw, pottsville, 0870, 112, burkitt street, , 612 11025945, 6450980, 7, NoRole
rec-3742-org,   rec-665-org, unk, , 30, , ms, nathan, abbetmeyer, qld, runaway bay, 2145, 92, burn street, winteriga, 613 64273564, 4655853, 8, NoRole
rec-2845-org,   rec-2490-org, nor, m, , , mr, kyle, nyberg, qld, oak valley, 2171, 256, munro street, , 3 40580411, 1229627, 2, NoRole
rec-3319-org,   rec-91-org, chi, f, 42, 19740519, pfc, jordan, jya, wa, mindarabin, 2095, 178, mcquade close, , 618 37431547, 5057912, 4, NoRole
rec-1112-org,   rec-55-org, eng, f, 28, 19880124, , thomas, fairclough, wa, stake hill, , 32, bussau close, rosedale, 8 38523171, 7309039, 2, NoRole
rec-2344-org,   rec-1932-org, eng, f, 10, 20060608, hon, damien, alberts, nsw, inverleigh, 5161, 526, booroondara street, , 2 76969488, 2619104, 8, NoRole
rec-2762-org,   rec-3540-org, ind, f, 22, 19940429, dr, isabella, cheema, wa, scott river, 7018, 40, lowanna street, , 618 91531509, 8049862, 7, NoRole
rec-2319-org,   rec-3778-org, eng, f, 21, 19950329, , lachlan, mckellar, , hamilton, 2132, 179, , , 04 36324730, 3605155, 4, NoRole
rec-2691-org,   rec-3767-org, eng, f, , 19511027, ms, gabriel, moors, qld, cape moreton, 4216, 28, duffy street, , 613 35841109, 7210266, 6, NoRole
rec-51-org,   rec-63-org, ind, f, , 19170604, , harley, chanrai, vic, smiths gully, 3071, 6, hanretty place, , 08 16992126, 1754076, 5, NoRole
rec-1275-org,   rec-2922-org, fre, , 33, 19831022, ms, giorgia, , sa, blakeview, 4301, 5, antill street, dp 808602, 07 85151152, 2620663, 7, NoRole
rec-1462-org,   rec-624-org, swe, f, 15, 20010129, dr, archie, pollak, vic, campbelltown, 4152, 40, buxton street, , 618 85576617, 1041629, 1, NoRole
rec-2547-org,   rec-985-org, ser, , 30, 19860719, ms, hannah, dizdarevic, , kyabram, 4860, 107, city walk arcade, locn 316, 04 06722749, 5242578, 0, NoRole
rec-760-dup-0, rec-3269-org, eng, l, 33, 19830119, , isablele, bourke, vic, dixons creek, 2086, 10, crescent haystack, little shalford, 618 87795652, 8975771, 0, NoRole
rec-2317-dup-0, rec-1106-org, usa, , , 19060313, , courtney, livingsnton, nsq, ocean sehores, 3576, 30, forbes srreet, , 02 51437022, 2917848, 9, NoRole
rec-2002-org,   rec-1672-org, usa, f, 20, 19961216, , benjamin, hayden, vic, toorak, 3175, 30, bear place, , 08 16481274, 1388824, 7, NoRole
rec-929-org,   rec-1629-org, unk, f, 27, 19891018, ms, tiarna, , , st peters, 4350, 51, ragless circuit, , 03 82825684, 8709935, 5, NoRole
rec-2258-org,   rec-560-org, eng, m, 26, 19900327, , lucy, hume, vic, kurunjang, 2147, 58, osburn drive, , 8 11698741, 3595649, 7, NoRole
rec-3011-org,   rec-2655-org, unk, , 35, 19810108, , kelsey, aarts, tas, university of tasmania, 3844, 29, forbes street, oatlands court, 617 92288065, 1190230, 2, NoRole
rec-3756-org,   rec-1923-org, abo, , 20, 19960913, , ky, ofanengaue, nsw, the rocks, 4121, 12, henderson street, , 2 76474194, 5067456, 1, NoRole
rec-2521-org,   rec-2520-org, usa, f, 25, 19911019, , ty, holden, vic, darlington, 3995, 58, tubman place, curringa, 8 30447113, 9249441, 6, NoRole
rec-1876-dup-0, rec-3285-org, ara, f, 31, 19850503, ms, saniyah, ethan, nsw, concord, 4720, 97, stace place, , 03 64780166, 1310855, 9, NoRole
rec-3491-org,   rec-3075-org, usa, , 38, 19780702, , kane, justice, nsw, bilambil, 3525, 81, amaroo street, port 44, 03 07227852, 8450506, 6, NoRole
rec-2716-org,   rec-2366-org, usa, f, 25, 19911120, , jack, hendricks, wa, wongan hills, 5082, 11, clive steele avenue, , 618 96460245, 9611123, 0, NoRole
rec-3214-org,   rec-274-org, usa, f, 30, 19861006, , alex, holland, nsw, watsons creek, 5114, 6, dennys place, lee grazing farm, 2 49494717, 8929004, 5, NoRole
rec-2068-org,   rec-2261-org, ind, m, , 19510929, , kane, matharu, wa, ballaying, 4812, 199, kinkead street, , 08 48179511, 6044029, 5, NoRole
rec-2241-org,   rec-2696-org, usa, f, 30, 19861027, ms, jacob, trujillo, wa, piccadilly, 4101, 139, rowntree crescent, billilla, 8 39012980, 6792619, 1, NoRole
rec-1314-org,   rec-1608-org, tur, f, 34, 19820927, , charlie, madakbas, nsw, broome, 2337, 26, fullerton crescent, , 02 59977213, 4601750, 7, NoRole
rec-3075-org,   rec-1943-org, eng, f, 9, 20070523, , amber, moores, vic, tecoma, 6225, 352, perry drive, marlin coast medical cntr smithfield sho, 8 18942224, 2495084, 1, NoRole
rec-3080-org,   rec-2452-org, eng, , , 19170504, , william, pierson, vic, armidale, 3020, 73, holmes crescent, , 618 24456223, 5562682, 6, NoRole
rec-1078-org,   rec-3533-org, usa, f, , 19200502, , stella, glover, nsw, turramurra, 4114, 9, beatham close, , 02 54239511, 6079236, 2, NoRole
rec-151-dup-0, rec-3857-org, afg, , 37, 19709406, hon, jade, s ayed, , snowtown, 3500, 100, darley pkace, , 07 86419005, 8658012, 1, NoRole
rec-2426-org,   rec-3889-org, usa, , 25, 19910917, , cooper, pugh, nsw, central tilba, 3138, 85, wanaga place, b & b hooper farms, 612 72145313, 6372152, 8, NoRole
rec-3255-org,   rec-712-org, eng, f, 8, , , joshua, becket, vic, beaufort, 6330, 121, teague street, , 618 85639393, 8339253, 8, NoRole
rec-3603-org,   rec-115-org, afr, f, 30, 19860922, mr, douglas, ngoy, vic, bayles, 4825, 25, bottrill street, , 618 05599312, 7012931, 2, NoRole
rec-3619-org,   rec-3699-org, chi, , , 19400321, ms, kira, leng, nsw, ballimore, 2560, 10, coverdale street, , 2 89007574, 3539920, 3, NoRole
rec-513-org,   rec-1274-org, eng, f, 27, 19890623, , tahlia, quincey, wa, caversham, 7320, 1, dixon drive, , 08 20271465, 4120581, 7, NoRole
rec-1994-org,   rec-2857-org, , f, 19, 19970323, mr, casey, , qld, woodstock, 5353, 13, gibbs place, rockette lodge, 03 91625136, 5330223, 9, NoRole
rec-1630-org,   rec-1706-org, chi, , 28, 19880928, , lacey, jang, nsw, uki, 3161, 14, ryan street, port 242, 612 69585952, 3528255, 4, NoRole
rec-2713-org,   rec-2770-org, tur, f, 37, 19790619, , sarsha, rst, nsw, grose vale, 3223, 7, ratcliffe crescent, jackaranda lodge, 02 92259849, 1612052, 5, NoRole
rec-1866-org,   rec-3304-org, eng, , 37, 19790603, ms, zac, ericson, wa, kaloorup, 5345, 2, canopus crescent, , 08 28979911, 8180284, 9, NoRole
rec-2017-org,   rec-956-org, eng, f, 20, 19960201, ms, joshua, huxtable, qld, eromanga, 2540, 1, wagga street, kendor, 03 72449294, 8423929, 6, NoRole
rec-2126-org,   rec-813-org, chi, , 25, 19910227, ms, charlotte, ga, wa, burlong, 3116, 46, guthridge crescent, , 618 63183681, 9481800, 9, NoRole
rec-2383-org,   rec-1514-org, tha, , 36, 19801025, , cooper, jivacate, wa, carlotta, 6251, 632, fairbridge crescent, , 618 59497172, 8946322, 9, NoRole
rec-1921-org,   rec-1303-org, usa, f, 27, 19891028, dr, isabella, workman, qld, gogango, 7140, 28, tingha place, macsview, , 1568218, 7, NoRole
rec-1708-org,   rec-506-org, usa, f, 20, 19961211, ms, wilson, guerrero, vic, moriac, 7292, 37, boehm close, belongame, 618 83024804, 2433477, 5, NoRole
rec-3712-org,   rec-3650-org, chi, f, 26, 19900129, mr, robbie, auyoung, vic, skye, 2483, 92, northbourne avenue, , 8 39590802, 6962274, 9, NoRole
rec-3659-org,   rec-1237-org, ind, f, 20, 19960420, , carla, hemdev, nsw, bendick murrell, 2126, 14, byrne street, , , 8727916, 3, NoRole
rec-967-org,   rec-3391-org, eng, f, 22, 19940217, ms, lucas, sanderson, qld, fernvale, 2327, 3, dobson street, , 613 63750172, 7823093, 1, NoRole
rec-3601-org,   rec-154-org, chi, f, 39, 19771218, , lachlan, ye, wa, subiaco, 4740, 2, meacham place, , 08 43663638, 8725805, 4, NoRole
rec-2029-org,   rec-190-org, chi, , 29, 19871030, rev, kiarnee, fung, tas, stoodley, 2430, 857, chaffey crescent, , 07 89472379, 2068018, 6, NoRole
rec-1108-org,   rec-99-org, unk, f, 30, 19860513, dr, dante, scogin, vic, scarborough, 2061, 7, badimara street, cooroora, 8 05091664, 7420188, 2, NoRole
rec-3347-org,   rec-2715-org, usa, f, 7, 20090212, , rosa, armstrong, , anglesea, 6026, 23, gawler crescent, , 07 04301036, 1834238, 2, NoRole
